"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1","Are you excited about #AmazonGo? 
https://t.co/DwzOo0LEs1",FALSE,0,NA,2016-12-15 05:32:00,FALSE,NA,"809269756910071808",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Mynorthwest",0,FALSE,FALSE,NA,NA,"Seattle","en","http://pbs.twimg.com/profile_images/689936866146123776/p55-9B-9_normal.jpg"
"2","W/ #automation in the politicians can't still blame international trade &amp; offshoring for unemployment. #AmazonGo #Digital #US",FALSE,0,NA,2016-12-15 05:28:55,FALSE,NA,"809268982477766656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Immu",0,FALSE,FALSE,NA,NA,"Chennai, India","en","http://pbs.twimg.com/profile_images/702527773714354176/vnGR9DwU_normal.jpg"
"3","Redefining the shopping experience. I could do with no lines and no checkouts #amazongo https://t.co/SkbTeAFbaA https://t.co/RX38IvBNvm",FALSE,0,NA,2016-12-15 05:25:18,FALSE,NA,"809268072787775488",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","vicento2001",0,FALSE,FALSE,NA,NA,"Dubai, United Arab Emirates","en","http://pbs.twimg.com/profile_images/795934909869199361/VZaDQ0rX_normal.jpg"
"4","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-15 05:14:52,FALSE,NA,"809265446427836416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nyx12",21839,TRUE,FALSE,NA,NA,"Melbourne, Australia","en","http://pbs.twimg.com/profile_images/1827828895/IMG-20110917-00206_normal.jpg"
"5","Redefining the shopping experience. I could do with no lines and no checkouts #amazongo https://t.co/7EZmXuetRJ https://t.co/seWPPLzjZE",FALSE,0,NA,2016-12-15 05:06:22,FALSE,NA,"809263305688657920",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","CindyMcCutcheon",0,FALSE,FALSE,NA,NA,"Sydney, Australia","en","http://pbs.twimg.com/profile_images/1664886825/Twitter2_normal.JPG"
"6","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-15 04:53:05,FALSE,NA,"809259962442596356",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oh_I_w1ll",21839,TRUE,FALSE,NA,NA,"Michigan, USA","en","http://pbs.twimg.com/profile_images/798079163475329024/1jlkxOfk_normal.jpg"
"7","RT @jimmykimmel: EXCLUSIVE @IamGuillermo tries #AmazonGo… https://t.co/5GTnPwomun",FALSE,0,NA,2016-12-15 04:16:58,FALSE,NA,"809250876170915840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","valeriakendry",153,TRUE,FALSE,NA,NA,"Monterrey, Mx.","en","http://pbs.twimg.com/profile_images/795648435940687872/3p71sYF5_normal.jpg"
"8","How #Amazon is leading the way in #retail technology #AmazonGo https://t.co/XVu6vSjMHc https://t.co/KTm1xQkcDw",FALSE,0,NA,2016-12-15 04:10:09,FALSE,NA,"809249158125223936",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","retail_biz",0,FALSE,FALSE,NA,NA,"Australia","en","http://pbs.twimg.com/profile_images/788561163994804224/BKtIZyN8_normal.jpg"
"9","This is amazing!!! Would take forever to reach Virginia. #AmazonGo https://t.co/BPesL2y4V0",FALSE,0,NA,2016-12-15 03:29:59,FALSE,NA,"809239052801232903",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LamarJerel",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/761215961189982208/sjVINeKr_normal.jpg"
"10","RT @hannahlizwhite: My #amazongo post made it onto #huffpost. Read about why we're all ~f*cked~ below. #iot #automation https://t.co/LUiYv2…",FALSE,0,NA,2016-12-15 03:14:11,FALSE,NA,"809235075476897792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","FerneWhite1",2,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/463705400756285440/RKNF0Ef2_normal.png"
"11","You never know about perfect crimes but they exist. Soon someone will find a way to hack these. #AmazonGo #parody 
https://t.co/2eg3kFm4Ja",FALSE,0,NA,2016-12-15 03:09:39,FALSE,NA,"809233936513527808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","binoyyj",0,FALSE,FALSE,NA,NA,"Trivandrum, India","en","http://pbs.twimg.com/profile_images/786619841213890560/SnqAJ2W-_normal.jpg"
"12","Will Amazon Go Replace Traditional Shopping???

https://t.co/UffhTWlIvK

#Amazon #amazongo #shopping https://t.co/MM8G4AWN8K",FALSE,0,NA,2016-12-15 02:58:15,FALSE,NA,"809231066410127361",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ValosoVideos",0,FALSE,FALSE,NA,NA,"Melbourne, Australia","en","http://pbs.twimg.com/profile_images/731444299859165184/QgJc6Q9U_normal.jpg"
"13","#Robots could take over 3.4M human #jobs thanks to Amazon Go’s new grocery stores https://t.co/wowC8yWxjw #Employment #AmazonGo @Amazon",FALSE,0,NA,2016-12-15 02:42:20,FALSE,NA,"809227058932948992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","politcalcupcake",0,FALSE,FALSE,NA,NA,"us","en","http://pbs.twimg.com/profile_images/541414234899218432/-kjgn_8Z_normal.png"
"14","RT @hannahlizwhite: My #amazongo post made it onto #huffpost. Read about why we're all ~f*cked~ below. #iot #automation https://t.co/LUiYv2…",FALSE,0,NA,2016-12-15 02:33:32,FALSE,NA,"809224845632425985",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Bill99white",2,TRUE,FALSE,NA,NA,"Marietta, GA","en","http://pbs.twimg.com/profile_images/455081663031037953/kX1ILrst_normal.jpeg"
"15","OttLegalRebels: RT _GauravKhanna: The future of shopping! https://t.co/9Uu3kiN2Yg

#Tech #AmazonGo 
#DeepLearning… https://t.co/4ztBtyyjSy",FALSE,0,NA,2016-12-15 02:32:37,FALSE,NA,"809224616371752960",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","techguard1",0,FALSE,FALSE,NA,NA,"Melbourne, Victoria","en","http://pbs.twimg.com/profile_images/768384979260669952/JZ-_G0e2_normal.jpg"
"16","RT @_GauravKhanna: The future of shopping! https://t.co/0OoVmmXj23

#Tech #AmazonGo 
#DeepLearning #Retail https://t.co/7THjDNDWyA",FALSE,0,NA,2016-12-15 02:18:09,FALSE,NA,"809220973815808000",NA,"<a href=""http://ww.gagnelaw.ca"" rel=""nofollow""> Marc R Gagné MAPP </a>","OttLegalRebels",1,TRUE,FALSE,NA,NA,"Ottawa, Ontario","en","http://pbs.twimg.com/profile_images/796440976642416640/tqTuI6Qh_normal.jpg"
"17","#AmazonGo &amp; #AmazonPrimeAir just shows how we as humans will be unemployed soon! 
#wednesdaywisdom",FALSE,0,NA,2016-12-15 01:21:36,FALSE,NA,"809206741795819520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","__MZICECOLD",0,FALSE,FALSE,NA,NA,"Detroit, MI","en","http://pbs.twimg.com/profile_images/799777401509126149/gsLogyrl_normal.jpg"
"18","@amazon #amazon #amazongo #goamazon If in 2017 Amazon brings to the entire WORLD 10,000 #amazongo stores the #amazonstock soon $5000 p/share",FALSE,1,"amazon",2016-12-15 01:19:31,FALSE,NA,"809206220338974721","20793816","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","healthwomeninfo",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/653308317499060224/jB1o7Z7i_normal.png"
"19","When will #AmazonGo hit #Australia? Will it crack the #retail #market? https://t.co/JncMMGCAg3",FALSE,0,NA,2016-12-15 01:13:08,FALSE,NA,"809204610460041216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dchunglawyer",0,FALSE,FALSE,NA,NA,"Brisbane, Queensland","en","http://pbs.twimg.com/profile_images/670037325498335232/sxm9_dPy_normal.jpg"
"20","What #Retailers Must Remember About Customer Experience Amid The #AmazonGo Hype @micahsolomon https://t.co/ggaobHlMvb",FALSE,0,NA,2016-12-15 01:10:06,FALSE,NA,"809203849391144960",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","_bgapparel",0,FALSE,FALSE,NA,NA,"Los Angeles, CA","en","http://pbs.twimg.com/profile_images/492382673134817280/FyWjQ8K0_normal.jpeg"
"21","RT @HealthRanger: Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics https://t.co/…",FALSE,0,NA,2016-12-15 01:05:00,FALSE,NA,"809202566500413440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Child_of_Light1",12,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"
"22","RT @RoosterTeeth: What would shopping look like if you could walk into a store, get what you want, and just... go? @Amazon #AmazonGo https:…",FALSE,0,NA,2016-12-15 01:01:18,FALSE,NA,"809201633594904576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaroland74",109,TRUE,FALSE,NA,NA,"Live ATL/Tallahassee native","en","http://pbs.twimg.com/profile_images/708031992546328578/f9M5hnqr_normal.jpg"
"23","RT @HealthRanger: Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics https://t.co/…",FALSE,0,NA,2016-12-15 01:00:58,FALSE,NA,"809201550736367616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SteveSeals",12,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/752606594739871744/IJafpTjy_normal.jpg"
"24","No Lines! never again! https://t.co/nWdDggtJyD #AmazonGo https://t.co/4PVi5kgwGp",FALSE,0,NA,2016-12-15 00:59:02,FALSE,NA,"809201064952020992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kahanita",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/702908403979390976/qdECNWF6_normal.jpg"
"25","RT @HealthRanger: Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics https://t.co/…",FALSE,0,NA,2016-12-15 00:58:11,FALSE,NA,"809200851134935040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","westernlvr",12,TRUE,FALSE,NA,NA,"The Frontier","en","http://pbs.twimg.com/profile_images/708766126054879232/BD9OtDYV_normal.jpg"
"26","RT @HealthRanger: Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics https://t.co/…",FALSE,0,NA,2016-12-15 00:56:45,FALSE,NA,"809200488960970753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TammySouthwick1",12,TRUE,FALSE,NA,NA,"Clearwater, FL","en","http://pbs.twimg.com/profile_images/799467375619952640/FHGolOBU_normal.jpg"
"27","What Consumers Think About #AmazonGo (#Infographic) https://t.co/YM6XE6wjMd @wirelessdesign @macfixer_1",FALSE,0,NA,2016-12-15 00:54:18,FALSE,NA,"809199872947683328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","macfixer_1",0,FALSE,FALSE,NA,NA,"SoFlo","en","http://pbs.twimg.com/profile_images/636645393577541632/PuhmBmG8_normal.jpg"
"28","RT @HealthRanger: Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics https://t.co/…",FALSE,0,NA,2016-12-15 00:53:48,FALSE,NA,"809199748573822977",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","AmenRa5551000",12,TRUE,FALSE,NA,NA,"(Disclaimer) FYI: I'm under illegal global surveillance bcuz of my values, intellect, and popularity (among other reasons).","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png"
"29","#amazongo #amaing stuff #mindshare @satomasato",FALSE,0,NA,2016-12-15 00:50:25,FALSE,NA,"809198893820821504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HugeBrockman",0,FALSE,FALSE,NA,NA,"Tokyo-to, Japan","en","http://pbs.twimg.com/profile_images/805289850354036738/qEGJMGVj_normal.jpg"
"30","Blake Dowling: #AmazonGo storefront, the next big disruption in retail, society - @FloridaPolitic @AegisSales  https://t.co/Ep0As3e7Rf",FALSE,0,NA,2016-12-15 00:40:52,FALSE,NA,"809196493986996225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaroland74",0,FALSE,FALSE,NA,NA,"Live ATL/Tallahassee native","en","http://pbs.twimg.com/profile_images/708031992546328578/f9M5hnqr_normal.jpg"
"31","Will this genuinely effect 47% of American jobs? “Amazon Go: We’re All F*cked”<U+200A>—<U+200A>@hannahlizwhite https://t.co/z90VHBZF6v #amazongo #digital",FALSE,1,NA,2016-12-15 00:37:34,FALSE,NA,"809195661535023104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","digi_debates",0,FALSE,FALSE,NA,NA,"Melbourne, Victoria","en","http://pbs.twimg.com/profile_images/795017622374862848/SJ-f4uHx_normal.jpg"
"32","RT @LifeSafetyPower: Interesting insights on #AmazonGo &amp; potential affect on #Retail shrink @SourceSecurity https://t.co/30UyNpg8wi #Securi…",FALSE,0,NA,2016-12-15 00:31:16,FALSE,NA,"809194074129498117",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","REPMS_BP",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2025991089/Bob_normal.jpg"
"33","I think we are passing put of the information and into the automation age. #ai #selfdrivingcars #amazongo etc...",FALSE,1,NA,2016-12-15 00:30:54,FALSE,NA,"809193983448645634",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","TravBach",0,FALSE,FALSE,NA,NA,"athens","en","http://pbs.twimg.com/profile_images/721547540244475904/aFPR0l9J_normal.jpg"
"34","RT @StephNass: Amazon taking on legacy retailers on their crappy UX. Amazing! https://t.co/lDypAUGfyu #AmazonGo #startup @Arthur_RENAUD @Lu…",FALSE,0,NA,2016-12-15 00:19:55,FALSE,NA,"809191220639432704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SandCTim",4,TRUE,FALSE,NA,NA,"Bellingham, WA","en","http://pbs.twimg.com/profile_images/779468034540920832/9kdW1o6n_normal.jpg"
"35","RT @DrGailB: #AmazonGo - Experimenting Really Does Matter Says Investor Roger McNamee/ @moonalice on @CNBC's @SquawkAlley https://t.co/VvkI…",FALSE,0,NA,2016-12-15 00:19:29,FALSE,NA,"809191109662490624",NA,"<a href=""https://copromote.com/"" rel=""nofollow"">CoPromote</a>","theLegacyPrep",41,TRUE,FALSE,NA,NA," Texas","en","http://pbs.twimg.com/profile_images/709073165704568832/A7a3ROrY_normal.jpg"
"36","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-15 00:14:34,FALSE,NA,"809189873383047170",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","esuttonAMZ",21839,TRUE,FALSE,NA,NA,"Minneapolis, MN","en","http://pbs.twimg.com/profile_images/809188450771599360/n0-BsHKb_normal.jpg"
"37","RT @Kantar: #AmazonGo: No lines, no checkout is the new normal https://t.co/cbds4jGbyO $AMZN https://t.co/TnxFOP5kiL",FALSE,0,NA,2016-12-15 00:13:21,FALSE,NA,"809189565202366465",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaulSweeneyYYZ",5,TRUE,FALSE,NA,NA,"Toronto, Ontario, Canada","en","http://pbs.twimg.com/profile_images/457965959395831808/eMHXR078_normal.jpeg"
"38","RT @iotagenda: #AmazonGo seeks to break big-box retailers https://t.co/JRIPrtqnJZ by @MarkBungerLux of @LuxResearch #IoT #machinelearning #…",FALSE,0,NA,2016-12-15 00:00:39,FALSE,NA,"809186370317008897",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarkBungerLux",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2677712209/d9f25ecc4c92daaf98be3834affed855_normal.jpeg"
"39","RT @HealthRanger: Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics https://t.co/…",FALSE,0,NA,2016-12-14 23:37:13,FALSE,NA,"809180472878235648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jucanor",12,TRUE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/686375052082831360/SGMCqNTq_normal.jpg"
"40","Amazon Go Transforms Brick and Mortar Business Model. @amazon #AmazonGo #shopping #IoT #InternetOfThings… https://t.co/h2h2kYxSBQ",FALSE,1,NA,2016-12-14 23:35:41,TRUE,NA,"809180086708686849",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","prescouter",0,FALSE,FALSE,NA,NA,"Chicago, IL","en","http://pbs.twimg.com/profile_images/626797162278572032/yqhVFM4n_normal.jpg"
"41","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-14 23:33:53,FALSE,NA,"809179636605321219",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","walaa_42",21839,TRUE,FALSE,NA,NA,"Riyadh, Kingdom of Saudi Arabia","en","http://pbs.twimg.com/profile_images/795817388801396736/1Obbz25N_normal.jpg"
"42","RT @OsaiJames: Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/V…",FALSE,0,NA,2016-12-14 23:32:02,FALSE,NA,"809179171507339265",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","MindCommerce",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/548030384030507008/utABqhj9_normal.png"
"43","Amazon GO is set to disrupt Australian retail #retail #AmazonGO https://t.co/yP7c4zcmNT",FALSE,1,NA,2016-12-14 23:31:22,FALSE,NA,"809179001029685248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","retaildoctor",0,FALSE,FALSE,NA,NA,"Australia","en","http://pbs.twimg.com/profile_images/3406819900/f946f399cbf81019a63d6c821a8aa34c_normal.jpeg"
"44","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores #robotics https://t.co/gsHIs3HmhO …",FALSE,0,NA,2016-12-14 23:30:50,FALSE,NA,"809178866233311234",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Aslan2266",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/741925869082443778/4WkNLJC4_normal.jpg"
"45","RT @bruce_croxon: Great time to be a consumer, bad time for job creation ""#AmazonGo is a new kind of store with no lines https://t.co/5pDhT…",FALSE,0,NA,2016-12-14 23:29:03,FALSE,NA,"809178420454293507",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ericmorrison07",6,TRUE,FALSE,NA,NA,"Toronto","en","http://pbs.twimg.com/profile_images/646762298032439300/KZ_Nmmoo_normal.jpg"
"46","RT @amazon: Introducing #AmazonGo, a new kind of store with no lines and no checkout. https://t.co/WMii0bWevi https://t.co/OmZdzobA5F",FALSE,0,NA,2016-12-14 23:25:21,FALSE,NA,"809177489410928640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itokan_",21839,TRUE,FALSE,NA,NA,"<U+65E5><U+672C>","ja","http://pbs.twimg.com/profile_images/793630266040332288/6wOrcb2L_normal.jpg"
"47","#AmazonGo means more than just job losses, it will restructure the economy https://t.co/KTbTezpdNX",FALSE,0,NA,2016-12-14 23:22:27,FALSE,NA,"809176759082110980",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stock_homburg",0,FALSE,FALSE,NA,NA,"Darmstadt, Deutschland","de","http://pbs.twimg.com/profile_images/724220531143262208/697zjZLS_normal.jpg"
"48","#AmazonGo is going to take off so fast, it's perfect for the modern world thats always in a rush",FALSE,1,NA,2016-12-14 23:21:14,FALSE,NA,"809176453246046208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AustinAxford117",0,FALSE,FALSE,NA,NA,"Amherst, OH","en","http://pbs.twimg.com/profile_images/797165802415915008/kiWVQ-BT_normal.jpg"
"49","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/5jeORRWv7P",FALSE,0,NA,2016-12-14 23:17:35,FALSE,NA,"809175535087714304",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","afriblog3",0,FALSE,FALSE,NA,NA,"Upper West, Ghana","en","http://pbs.twimg.com/profile_images/802168757925933057/WGPyJOmp_normal.jpg"
"50","RT @HealthRanger: Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics https://t.co/…",FALSE,0,NA,2016-12-14 23:16:53,FALSE,NA,"809175355965767683",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","agrammy49",12,TRUE,FALSE,NA,NA,"Illinois, USA","en","http://pbs.twimg.com/profile_images/378800000437319052/9dc957f244a9cddd5a9feeb55cf29659_normal.jpeg"
"51","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/OPjw942wU4",FALSE,0,NA,2016-12-14 23:15:45,FALSE,NA,"809175071742951424",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Nigeria_abuja1",0,FALSE,FALSE,NA,NA,"Tamale, Ghana","en","http://pbs.twimg.com/profile_images/803486541809156097/umqVk7LX_normal.jpg"
"52","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/MXnDKhf8Lp",FALSE,0,NA,2016-12-14 23:15:26,FALSE,NA,"809174992453828610",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","sugarcanedrt2",0,FALSE,FALSE,NA,NA,"Ghana","en","http://pbs.twimg.com/profile_images/802180279414771712/y7RQj2a5_normal.jpg"
"53","RT @IoTAgriculture: #AmazonGo the beginning &amp; #IoTAg ecosystem!  @FoodBev look at how #IoT and #industry40 are effecting food retailing htt…",FALSE,0,NA,2016-12-14 23:15:09,FALSE,NA,"809174920873680896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_mika_taipei",4,TRUE,FALSE,NA,NA,"Taipei City, Taiwan","en","http://pbs.twimg.com/profile_images/802495692224667649/MhSDQHRI_normal.jpg"
"54","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/rUDOnIPSWY",FALSE,0,NA,2016-12-14 23:14:34,FALSE,NA,"809174774190632960",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","VMastery",0,FALSE,FALSE,NA,NA,"London, England","en-gb","http://pbs.twimg.com/profile_images/799268454939426816/JrbHyPPE_normal.jpg"
"55","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores #robotics https://t.co/MUElUZuelX …",FALSE,0,NA,2016-12-14 23:14:28,FALSE,NA,"809174750010507264",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","robert2266",0,FALSE,FALSE,NA,NA,"The Universe","en","http://pbs.twimg.com/profile_images/1079608621/Spawn_001_normal.jpg"
"56","Panasonic Rolls Out ""Smart"" Shopping Basket https://t.co/16tEyhXhI9 #payments #amazongo #digitalpayments",FALSE,0,NA,2016-12-14 23:14:24,FALSE,NA,"809174733069680640",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","cardtweet",0,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/807401398744662016/zruKZdEn_normal.jpg"
"57","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores #robotics https://t.co/2kA3gtzjLB …",FALSE,0,NA,2016-12-14 23:14:16,FALSE,NA,"809174699368476672",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Ivan226622",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/2818020962/f5ee7428ebd5bb9fb5a6550091b8a036_normal.jpeg"
"58","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/Xvnk7gywx3",FALSE,0,NA,2016-12-14 23:13:41,FALSE,NA,"809174549661155329",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","sandraowusu100",0,FALSE,FALSE,NA,NA,"Ho, Ghana","en","http://pbs.twimg.com/profile_images/803799097551572992/10nLnrgF_normal.jpg"
"59","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores #robotics https://t.co/ox9XDyOXz0 …",FALSE,0,NA,2016-12-14 23:12:32,FALSE,NA,"809174262145748992",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","bobbit2266",0,FALSE,FALSE,NA,NA,"The Universe","en","http://pbs.twimg.com/profile_images/598235662/tiger-regal_800x600_normal.jpg"
"60","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/rMwZhHSA9S",FALSE,0,NA,2016-12-14 23:12:08,FALSE,NA,"809174162099077120",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","PlatinumHypeGH",0,FALSE,FALSE,NA,NA,"Wiaboman, Ghana","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png"
"61","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/Mbjgsln23S",FALSE,0,NA,2016-12-14 23:11:42,FALSE,NA,"809174053579870208",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","lindaadoh",0,FALSE,FALSE,NA,NA,"Tema, Ghana","en","http://pbs.twimg.com/profile_images/801282401364230144/AQ_wvLk7_normal.jpg"
"62","Robots could take over 3.4 million human #jobs thanks to #AmazonGo’s new grocery stores           #robotics … https://t.co/09KBMBX7hq",FALSE,0,NA,2016-12-14 23:11:20,FALSE,NA,"809173958880804865",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","ghana_crew1",0,FALSE,FALSE,NA,NA,"Koforidua, Ghana","en","http://pbs.twimg.com/profile_images/803721469335375873/BLeEGmrL_normal.jpg"
